7316439,Bangladesh,FP.CPI.TOTL.ZG,8.120000,11.5638922876
7628811,Bangladesh,SP.POP.TOTL,144000000.000000,4.78340675595e-07
7628811,Bangladesh,SP.POP.TOTL,65000000.000000,7.16009219511e-07
7688228,Russia,SP.DYN.LE00.IN,1893456000.000000,2.76981966408e-22
7710134,China,EP.PMP.DESL.CD,1.500000,4.73694335583
7712949,Guinea-Bissau,SP.POP.TOTL,1500000.000000,3.51919448554e-05
8015781,Australia,SP.POP.TOTL,21000000.000000,4.25752090337e-06
8041360,Slovenia,SP.POP.TOTL,2200000.000000,2.63857646681e-05
8207503,Turkey,SP.DYN.LE00.IN,10000000000.000000,2.01847320657e-163
8207503,Turkey,SP.DYN.LE00.IN,7350000128.000000,7.27627694821e-74
8421835,Fiji,SP.DYN.LE00.IN,660000000.000000,3.20544965258e-31
8421835,Fiji,SP.DYN.LE00.IN,440000000.000000,1.21306263239e-39
8625484,Philippines,SP.DYN.LE00.IN,4100000000.000000,5.8084964714e-98
8625484,Philippines,SP.DYN.LE00.IN,3000000000.000000,1.6126504962e-27
8625484,Philippines,SP.DYN.LE00.IN,1100000000.000000,2.4198019037e-24
8644726,Japan,SP.POP.TOTL,127000000.000000,2.28886393457e-06
8644726,Japan,SP.POP.TOTL,90000000.000000,2.39056260213e-07
9706798,India,SP.POP.TOTL,1200000000.000000,4.52934553336e-08
